	target_text
13751	What is the difference between partitioning and bucketing
13752	Who created the signal detection theory
13753	What is bootstrap sampling in machine learning
13754	What is bootstrapping sampling
13755	What is the experimental bias
13756	What is an example of bias in a study
13757	How does boosting work machine learning
13758	What kind of boosting is the following
13759	How do you determine if a vector is a basis
13760	Can a single vector be a basis
13761	How do you write the results of a logistic regression
13762	How do you describe regression results
13763	How do you describe logistic regression
13764	How do you write a regression equation
13765	What is the relationship between Type II error and statistical power
13766	Is correlation and correlation coefficient the same
13767	How do you describe the correlation of a scatter plot
13768	Is T distribution the same as normal
13769	Do you need normal distribution for t test
13770	What does layer normalization do
13771	Why do you need to normalize the data
13772	Why do we need to normalize images
13773	How do you perform a residual analysis
13774	How do you calculate standard normal distribution
13775	What is meant by a standard normal distribution
13776	How do you find the standard normal curve
13777	What are some limitations of linear regression
13778	What is meant by Simpson's paradox
13779	What is data paradox
13780	Which is a common application of cluster analysis
13781	What will happen if we do not use activation function in artificial neural networks
13782	How do you explain likelihood ratios
13783	What does a likelihood ratio tell you
13784	What is LR+ and LR
13785	What does geometric distribution tell you
13786	How do you find the geometric distribution
13787	Why is it called geometric distribution
13788	What is statistical heterogeneity in meta analysis
13789	What does the least squares method indicate
13790	Why use convolutional neural networks
13791	What are examples of exponentially distributed random variables in real life
13792	Why is stratified sampling better than cluster
